Brand,Nama Product,Category,SkinType,Ingredients,Berat, Price ,Link
AZARINE,Azarine Hydrasoothe Sunscreen Gel SPF45 PA++++,Sunscreen,"normal, oily, kombinasi, dan berjerawat","aqua, glycerin, propanediol, ethylhexyl methoxycinnamate, butyl methoxydibenzoylmethane, aloe barbadensis juice extract, polymethyl methacrylate, portulaca oleracea extract, sodium hyaluronate, niacinamide, cucumis sativus fruit extract, camelia sinensis extract, punica granatum fruit extract, phenoxyethanol, octocrylene, butylene glycol, sodium acrylates c 10-30 alkyl acrylates crosspolymer, propolis, piscea abies extract, allantoin, xanthan gum, panthenol, disodium edta, fragrance, lecithin",50," Rp 62,750.00 ",https://shopee.co.id/-GEL-Azarine-Hydrasoothe-Sunscreen-Gel-SPF45-PA-50ml-LOLOS-UJI-INVIVO-INVITRO-BEST-SELLER-sunscreen-kulit-berminyak-berjerawat-i.80036545.4669860687?sp_atk=bd18a0c4-e479-44e2-8093-f4fd4e663065&xptdk=bd18a0c4-e479-44e2-8093-f4fd4e663065
AZARINE,Azarine Hydrasoothe Sunscreen Gel SPF45 PA++++,Sunscreen,"normal, oily, kombinasi, dan berjerawat","aqua, glycerin, propanediol, ethylhexyl methoxycinnamate, butyl methoxydibenzoylmethane, aloe barbadensis juice extract, polymethyl methacrylate, portulaca oleracea extract, sodium hyaluronate, niacinamide, cucumis sativus fruit extract, camelia sinensis extract, punica granatum fruit extract, phenoxyethanol, octocrylene, butylene glycol, sodium acrylates c 10-30 alkyl acrylates crosspolymer, propolis, piscea abies extract, allantoin, xanthan gum, panthenol, disodium edta, fragrance, lecithin",50," Rp 61,983.00 ",https://shopee.co.id/-GEL-Azarine-Hydrasoothe-Sunscreen-Gel-SPF45-PA-50ml-LOLOS-UJI-INVIVO-INVITRO-BEST-SELLER-sunscreen-kulit-berminyak-berjerawat-i.80036545.4669860687?sp_atk=bd18a0c4-e479-44e2-8093-f4fd4e663065&xptdk=bd18a0c4-e479-44e2-8093-f4fd4e663065
AZARINE,Azarine Calm My Acne Sunscreen Moisturiser SPF35 PA+++,Sunscreen,"acne, oily, sensitive, and kombinasi","Aqua, Glycerin*, Ethylhexyl Methoxycinnamate, Butyl methoxybenzoylmethane, Epilobium Angustifolium Flower/Leaf/Stem Extract*, Acrylates Crosspolymer, Inulin Lauryl Carbamate, Ethylexyl Triazone, Chlorphenesin, Bisabolol*, Sodium Hyaluronate, Bakuchiol*, Ectoin*, Phenoxyethanol, Octocrylene, Sodium Surfactin, Quaternium 73",40," Rp 34,850.00 ",https://shopee.co.id/Azarine-Calm-My-Acne-Sunscreen-Moisturiser-SPF35-PA-LOLOS-UJI-INVIVO-INVITRO-Sunscreen-Gel-Untuk-Kulit-Berminyak-Berjerawat-Sensitif-40ml-i.80036545.17992088195?sp_atk=e303b531-6a06-43ad-823e-ac5d2700ebd9&xptdk=e303b531-6a06-43ad-823e-ac5d2700ebd9
AZARINE,Azarine Hydramax-C Sunscreen Serum SPF50 PA++++,Sunscreen,"kering, normal, dan kombinasi","Aqua, ethylhexyl Methoxycinnamate, butylmethoxydibenzoylmethane, glyserine, propanediol, polymethyl methacrylate, octocrylene, butylene Glycol, ectoin, ascorbic acid, hydroxypropyl trimonium hyaluronate, hyaluronic acid, acrylates crosspolymer, allantoin, phenoxyethanol, sodium acetylated hyaluronate, hydrolyzed hyaluronic acid, tocopheryl acetate, Chlorphenesin, potassium hyaluronate, sodium Hyaluronate crosspolymer, hydrolyzed sodium hyaluronate, caprylyl -2 glyseryl ascorbate, xanthan gum, sodium hyaluronate.",40," Rp 52,000.00 ",https://shopee.co.id/Azarine-Hydramax-C-Sunscreen-Serum-SPF-50-40ml-i.10689.17446314412?sp_atk=45db0514-fcc5-461c-89e7-d3a165538db0&xptdk=45db0514-fcc5-461c-89e7-d3a165538db0
AZARINE,Azarine Ceraspray Sunscreen Spray SPF 50 PA+++,Sunscreen,all skin type,"Water, Ethylhexyl Methoxycinnamate, Alcohol, C12-15 Alkyl Benzoate, Collagen Water (Water, Collagen), Octocrylene, C13-16 Isoparaffin, Dimethicone, Glycerin, Butyl Methoxydibenzoylmethane, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Disodium EDTA, Triethanolamine, Phenylbenzimidazole Sulfonic Acid, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, Ethylhexyl Salicylate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Phenoxyethanol, Centella Asiatica Leaf Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Calendula Officinalis Extract, Bisabolol, Ceramide NG, Ceramide AS, Ceramide NS, Aloe Barbadensis Leaf Juice, Parfum, Ceramide AP, Ceramide EOS, Ceramide EOP, Ceramide NP",50," Rp 49,650.00 ",https://shopee.co.id/Azarine-Ceraspray-Sunscreen-Spray-SPF-50-PA-with-cooling-sensation-50ml-UV-Defender-UV-Protector-Outdoor-Sunscreen-Mist-i.80036545.24159177602?sp_atk=780b930b-3e63-45bc-8960-8dbfb9fc2631&xptdk=780b930b-3e63-45bc-8960-8dbfb9fc2631
EMINA,Emina Sun Battle SPF 35 PA+++,Sunscreen,all skin type,"Aqua, Ethanol, Ethylhexyl Methoxycinnamate, Glyceryl Stearate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Dimethicone, Butylene Glycol, Phenoxyethanol, Triethanolamine, Aloe Vera (Leaf) Extract, Panthenol, Polyvinyl Alcohol, Propylene Glycol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Fragrance, Hydrolyzed Wheat Protein/PVP Crosspolymer, BHT Disodium EDTA, Ethylhexylglycerin, Xanthan Gum, Potassium Sorbate, Sodium Benzoate.",20," Rp 16,650.00 ",https://shopee.co.id/Emina-Sun-Battle-Bright-Glow-SPF-35-PA-Sunscreen-Serum-Amino-Vitamin-C-Cerah-Ringan-Hydrating-Teruji-In-Vivo-Non-acnegenic-Non-Comedogenic.-Cocok-semua-jenis-kulit-i.63983008.9647576834?sp_atk=c809df25-ceba-4744-b91c-84a2899b2e1a&xptdk=c809df25-ceba-4744-b91c-84a2899b2e1a
EMINA,Emina Sun Battle SPF 35 PA+++,Sunscreen,all skin type,"Aqua, Ethanol, Ethylhexyl Methoxycinnamate, Glyceryl Stearate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Dimethicone, Butylene Glycol, Phenoxyethanol, Triethanolamine, Aloe Vera (Leaf) Extract, Panthenol, Polyvinyl Alcohol, Propylene Glycol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Fragrance, Hydrolyzed Wheat Protein/PVP Crosspolymer, BHT Disodium EDTA, Ethylhexylglycerin, Xanthan Gum, Potassium Sorbate, Sodium Benzoate.",50," Rp 29,250.00 ",https://shopee.co.id/Emina-Sun-Battle-Bright-Glow-SPF-35-PA-Sunscreen-Serum-Amino-Vitamin-C-Cerah-Ringan-Hydrating-Teruji-In-Vivo-Non-acnegenic-Non-Comedogenic.-Cocok-semua-jenis-kulit-i.63983008.9647576834?sp_atk=c809df25-ceba-4744-b91c-84a2899b2e1a&xptdk=c809df25-ceba-4744-b91c-84a2899b2e1a
EMINA,Emina Sun Battle SPF 35 PA +++ Acne Clear Cica + Allantoin Airy Acne Soothing,Sunscreen,"all skin type, berjerawat","Aqua, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Niacinamide, Butylene Glycol, Octocrylene, Phenoxyethanol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Aminomethyl Propanol, Cetearyl Olivate, Bis-ethylhexyloxyphenol Methoxyphenyl Triazine, Chlorphenesin, Allantoin, Salicylic Acid, Lecithin, Sorbitan Olivate, Xanthan Gum, Centella Asiatica Extract, Propylene Glycol, Polygonum Cuspidatum Root Extract, Scutellaria Baicalensis Root Extract, Glycerin, Camellia Sinensis Leaf Extract, Dipropylene Glycol, Glycyrrhiza Glabra (Licorice) Root Extract, Mentha Piperita Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Polysorbate 60, Rosmarinus Officinalis (Rosemary) Leaf Extract, BHT, Tetrasodium EDTA, Potassium Sorbate, Sodium Benzoate.",50," Rp 30,875.00 ",https://shopee.co.id/NEW!-Emina-Sun-Battle-SPF-35-PA-Acne-Clear-Cica-Allantoin-Airy-Acne-Soothing-50-ml-Sunscreen-untuk-Melindungi-dari-sinar-UV-untuk-Kulit-Berminyak-Berjerawat-Sensitif.-Ringan-no-whitecast-fresh.-Teruji-in-vivo-non-acnegenic-non-comedogenic-i.63983008.27816696670?sp_atk=ebc9862b-ef7f-4895-a08c-4dd8d406bce0&xptdk=ebc9862b-ef7f-4895-a08c-4dd8d406bce0
SKIN AQUA,"Skin Aqua UV Sunscreen Moisture Gel SPF 50, PA++++",Sunscreen,"normal, oily ","Aqua (Water), Ethylhexyl Methoxycinnamate, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, Cyclopentasiloxane, Glycerin, Ethylhexyl Triazone, Polysorbate 60, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Phenoxyethanol, Betaine, Ammonium Acrolyldimethyltaurate/VP Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Triethanolamine, Panthenol, Hydrogenated Lecithin, Disodium EDTA, Methylparaben, Propylparaben, Sodium Hyaluronate, Arginine, Sodium Acetylated Hyaluronate (AcHA), Hydrolyzed Collagen, Dipotassium Glycyrrhizate, Ascorbyl Tetrahexyldecanoate, Tocopheryl Acetate",40," Rp 57,630.00 ",https://shopee.co.id/Skin-Aqua-UV-Sunscreen-Moisture-Gel-SPF-50-PA-40gr-i.78713320.6310202325?sp_atk=569f1c20-2d25-4c6d-b894-523489b958d8&xptdk=569f1c20-2d25-4c6d-b894-523489b958d8
SKIN AQUA,Skin Aqua UV Sunscreen Mild Milk SPF 50 PA++++,Sunscreen,"sensitive, berjerawat","Aqua (Water), Ethylhexyl Methoxycinnamate, Polymethyl Methacrylate, Caprylyl Methicone, Diglycerin, Butylene Glycol, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, Bis-Ethylhexylophenol Methoxyphenol Triazine, Polysorbate 60, Ethylhexyl Triazone, Betaine, Phenoxyethanol, Ammonium Acrolyldimethyltaurate/ VP Copolymer, Decyl Glucoside, Arginine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Methylparaben, Tocopheryl Acetate, Propylparaben, Disodium EDTA, Allantoin, Sodium Hyaluronate, Propylene Glycol, Xanthan Gum, Hydrolyzed Collagen, Polyquaternium-51",40," Rp 70,000.00 ",https://shopee.co.id/Skin-Aqua-UV-Sunscreen-Mild-Milk-SPF-50-PA-40gr-(Protection-against-UV-A-UV-B)-i.78713320.3710298779?sp_atk=96dcedbd-66fc-430d-b055-4c668c64d49f&xptdk=96dcedbd-66fc-430d-b055-4c668c64d49f
SKIN AQUA,"Skin Aqua UV Sunscreen Moisture Milk SPF 50+, PA+++",Sunscreen,normal,"Aqua (Water), Cyclopentasiloxane, Ethylhexyl Methoxycinnamate, Zinc Oxide, Isononyl Isononanoate, Polymethylsillsesquioxane, Butylene Glycol, Glycerin, Silica, Lauroyl Lysine, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Acrylates/Dimethicone Copolymer, Dimethicone, Triethoxysilyethyl Polydimethylsiloxyethyl Hexyl Dimethicone, Methylparaben, Propylparaben, Disodium EDTA, Tocopheryl Acetate, Sodium Hyaluronate, Sodium Acetylated Hyaluronate (AcHA), Panthenol, Dipotassium Glycyrrhizate, Hydrolyzed Collagen",40," Rp 70,000.00 ",https://shopee.co.id/Skin-Aqua-UV-Sunscreen-Moisture-Milk-SPF-50-PA-40gr-(Protection-against-UV-A-and-UV-B)-i.78713320.7410201446?sp_atk=ef280331-291c-461b-a766-e81c8f00c251&xptdk=ef280331-291c-461b-a766-e81c8f00c251
WARDAH,Wardah UV Shield Airy Smooth Sunscreen Serum SPF 50 PA++++,Sunscreen,oily,"Aqua, Ethylhexyl Methoxycinnamate, Butylene Glycol, Niacinamide, Butyl Methoxydibenzoylmethane, Octocrylene, Butyloctyl Salicylate, Cyclopentasiloxane, Pentylene Glycol, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Arachidyl Alcohol, Aluminum Starch Octenylsuccinate, Bisabolol, Alpha-Arbutin, Actinidia Polygama Fruit Extract, Leontopodium Alpinum Extract, Ammonium Acryloyldimethyltaurate/VP Copolymer, Behenyl Alcohol, Arachidyl Glucoside, Fragrance, Sodium Hydroxide, Glycerin, Citric Acid, Potassium Sorbate, Sodium Benzoate, Chlorphenesin, Phenoxyethanol.
",25," Rp 34,500.00 ",https://shopee.co.id/Wardah-UV-Shield-Airy-Smooth-Sunscreen-Serum-SPF-50-PA-Sunscreen-matte-dan-ringan-i.59763733.19093091174?sp_atk=92801ee9-d623-4cd1-84a5-eb34b55d5d6d&xptdk=92801ee9-d623-4cd1-84a5-eb34b55d5d6d
WARDAH,Wardah UV Shield Airy Smooth Sunscreen Serum SPF 50 PA++++,Sunscreen,oily,"Aqua, Ethylhexyl Methoxycinnamate, Butylene Glycol, Niacinamide, Butyl Methoxydibenzoylmethane, Octocrylene, Butyloctyl Salicylate, Cyclopentasiloxane, Pentylene Glycol, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Arachidyl Alcohol, Aluminum Starch Octenylsuccinate, Bisabolol, Alpha-Arbutin, Actinidia Polygama Fruit Extract, Leontopodium Alpinum Extract, Ammonium Acryloyldimethyltaurate/VP Copolymer, Behenyl Alcohol, Arachidyl Glucoside, Fragrance, Sodium Hydroxide, Glycerin, Citric Acid, Potassium Sorbate, Sodium Benzoate, Chlorphenesin, Phenoxyethanol.
",40," Rp 54,280.00 ",https://shopee.co.id/Wardah-UV-Shield-Airy-Smooth-Sunscreen-Serum-SPF-50-PA-Sunscreen-matte-dan-ringan-i.59763733.19093091174?sp_atk=92801ee9-d623-4cd1-84a5-eb34b55d5d6d&xptdk=92801ee9-d623-4cd1-84a5-eb34b55d5d6d
WARDAH,ardah UV Shield Aqua Fresh Sunscreen Serum SPF 50 PA++++,Sunscreen,dry skin,"Aqua, Ethylhexyl Methoxycinnamate, Ethylhexyl Salicylate, Homosalate, Butyl Methoxydibenzoylmethane, Octocrylene, Polymethyl Methacrylate, Butylene Glycol, Butyloctyl Salicylate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Cyclopentasiloxane, Polyurethene-79, Arachidyl Alcohol, Polyester-7, Behenyl Alcohol, Bisabolol, Nylon-12, Phenoxyethanol,, Polyacrylate Crosspolymer-6, Caprylic/Capric Triglycerides, Neopentyl Glycol Diheptanoate, Chlorphenesin, Arachidyl Glucoside, Propanediol, Polyacrylate-13, Disodium EDTA, Fragrance, Polyisobutene, Pongamia Glabra Seed Oil, Polysorbate 20 , Artemisia Capillaris Flower Extract.",30," Rp 56,120.00 ",https://shopee.co.id/Wardah-UV-Shield-Aqua-Fresh-Sunscreen-Serum-SPF-50-PA-30-ml-Sunscreen-yang-Melembabkan-Kulit-Kering-Memperbaiki-Skin-Barrier-Melindungi-Kulit-secara-Maksimal-Ringan-Cepat-Meresap-Tidak-Lengket-No-Whitecast-Non-comedogenic-0-Alkohol-i.59763733.6942920160?sp_atk=073206ee-f8b3-4d8e-869f-a5e0fdf8c065&xptdk=073206ee-f8b3-4d8e-869f-a5e0fdf8c065
WARDAH,Wardah UV Shield Essential Sunscreen Gel SPF 35 PA +++,Sunscreen,normal,"Aqua, Ethylhexyl Methoxycinnamate, Butyloctyl Salicylate, Butyl Methoxydibenzoylmethane, Octocrylene, Propylene Glycol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Tocopheryl Acetate, Phenoxyethanol, Sodium Acrylates Copolymer, Chlorphenesin, Propanediol, Lecithin, Allantoin, Panthenol, Disodium EDTA, Fragrance, Ethylhexylglycerin, Artemisia Capillaris Flower Extract.",40," Rp 34,500.00 ",https://shopee.co.id/Wardah-UV-Shield-Essential-Sunscreen-Gel-SPF-35-PA-40-ml-Sunscreen-Wajah-0-Alkohol-dengan-Vitamin-C-Niacinamide-Brightening-Hydrating-Skin-Healthy-Glow-Tekstur-Ringan-Tidak-Lengket-Melembabkan-Mencegah-Penuaan-Dini-Semua-Jenis-Kulit-i.59763733.4656131375?sp_atk=971f23c0-b801-48b8-9e2f-31667659c452&xptdk=971f23c0-b801-48b8-9e2f-31667659c452
WARDAH,Wardah UV Shield Acne Calming Sunscreen Serum SPF 50 PA++++,Sunscreen,acne,"Aqua, Propanediol, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Polymethyl Methacrylate, Butylene Glycol, Octocrylene, Ammonium Acryloyldimethyltaurate/VP Copolymer, Niacinamide, 1,2-Hexanediol, Ethylhexyl Triazone, Cetearyl Olivate, Panthenol, Glycerin, Allantoin, Chlorphenesin, Propylene Glycol, Salicylic Acid, Xanthan Gum, Disodium EDTA, Lecithin, Sorbitan Olivate, Caprylhydroxamic Acid, Glycyrrhiza Glabra (Licorice) Root Extract, Aminomethyl Propanol, Phenoxyethanol, Artemisia capillaris flower Extract, Camellia Sinensis Leaf Extract, Haberlea Rhodopensis Leaf Extract, BHT, Potassium Sorbate, Sodium Benzoate, Citric Acid.
",25," Rp 37,500.00 ",https://shopee.co.id/NEW!-Wardah-UV-Shield-Acne-Calming-Sunscreen-Serum-SPF-50-PA--i.59763733.24480446581?sp_atk=ffb8cf87-59a4-4282-b7f8-2ce34e0437df&xptdk=ffb8cf87-59a4-4282-b7f8-2ce34e0437df
UNITARY,Unitary Watery Essence Oil Control Sunscreen for Oily Skin SPF 50+ PA++++,Sunscreen,oily,"Ethylhexyl Methoxycinnamate, Alcohol, Isopropyl Palmitate, Butylene Glycol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Xylitol, Ethylhexyl Triazone, Bisethylhexyloxyphenol Methoxyphenyl Triazine, Hydrogenated Polyisobutene, Dimethicone, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Vp/​Acrylates/​Lauryl Methacrylate Copolymer, Dextrin Palmitate, Vinyl Dimethicone/​Methicone Silsesquioxane Crosspolymer, Glycerin, Phenoxyethanol, Propylene Glycol, Polyglyceryl-3 Methylglucose Distearate, Neopentyl Glycol Dicaprate, Parfum, Methylparaben, Sodium Hydroxide, Octocrylene",50," Rp 49,000.00 ",https://shopee.co.id/Unitary-Watery-Essence-Oil-Control-Sunscreen-for-Oily-Skin-SPF-50-PA-Skin-Hydrating-Revitalizing-Waterproof-UV-Shield-Block-Sun-Damage-Prevent-Skin-Aging-50-ML-i.998472598.22074289310?sp_atk=e394b499-fe01-4797-b46a-47c498627df9&xptdk=e394b499-fe01-4797-b46a-47c498627df9
UNITARY,UNITARY Sun Face Protection Serum SPF 50+ PA++++,Sunscreen,sensitive,"Water, Homosalate, Octocrylene, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Cyclopentasiloxane, Polymethylsilsesquioxane, Dimethicone, Glycerin, Alcohol, Phenylbenzimidazole Sulfonic Acid, Cetearyl Alcohol, Behenyl Alcohol, Dimethicone Crosspolymer, Sodium Hydroxide, Phenoxyethanol, Sodium Stearoyl Glutamate, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Tocopheryl Acetate, Titanium Dioxide, Methylparaben",30," Rp 49,000.00 ",https://shopee.co.id/%E3%80%90Ready-Stock%E3%80%91UNITARY-Sun-Face-Protection-Serum-SPF-50-PA--i.998472598.23774293558?sp_atk=4f0491df-fa24-47bf-a05b-94d4266d2d96&xptdk=4f0491df-fa24-47bf-a05b-94d4266d2d96
UNITARY,UNITARY Sun Block Moisturizer Facial SPF 50+ PA++++,Sunscreen,dry skin,"Water, C12-15 Alkyl Benzoate, Butylene Glycol, Ethylhexyl Methoxycinnamate, Cyclopentasiloxane, Cetearyl Alcohol, PEG-100 Stearate, Glyceryl Stearate, Cyclohexasiloxane, Octocrylene, Butyl Methoxydibenzoylmethane, Potassium Cetyl Phosphate, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, 1,2-Hexanediol, Hydroxyacetophenone, Propanediol, Silica, Palmitic Acid, Sodium Acrylate/​Sodium Acryloyldimethyl Taurate Copolymer, Tocopheryl Acetate, Parfum, Stearic Acid, Arginine, Isohexadecane",50," Rp 49,000.00 ",https://shopee.co.id/%E3%80%90Ready-Stock%E3%80%91UNITARY-Sun-Block-Moisturizer-Facial-SPF-50-PA--i.998472598.23874279575?sp_atk=d0b68ade-6b16-47ca-a150-2c2158367346&xptdk=d0b68ade-6b16-47ca-a150-2c2158367346
AVOSKIN,Sunscreen Avoskin The Great Shield SPF 50 PA++++ 5ml-Kulit Berminyak,Sunscreen,oily,"Water, Butyloctyl Salicylate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Nylon-12, Dibutyl Adipate, Phenethyl Benzoate, Ethylhexyl Triazone, Polysilicone-15, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Silica, Polyglyceryl-6 Stearate, Terephthalylidene Dicamphor Sulfonic Acid, 1,2-Hexanediol, C20-22 Alkyl Phosphate, Tromethamine, Caprylic/Capric Triglyceride, C20-22 Alcohols, Hydroxyacetophenone, Sodium Polyacryloyldimethyl Taurate, Polyacrylate Crosspolymer-6, Hydrogenated C6-20 Polyolefin, Butylene Glycol, PVP, Polyglyceryl-6 Behenate, Sodium Hyaluronate, 3-O-Ethyl Ascorbic Acid, Allantoin, HDI/Trimethylol Hexyllactone Crosspolymer, Anthemis Nobilis Flower Extract, t-Butyl Alcohol.",5," Rp 57,000.00 ",https://shopee.co.id/Sunscreen-Avoskin-The-Great-Shield-SPF-50-PA-5ml-Kulit-Berminyak-i.154494405.5659672032?keyword=sunscreen&shop=154494405
AVOSKIN,Sunscreen Avoskin Your Skin Bae Shield of Sun SPF 50 PA++++,Sunscreen,normal,"Water, Butyloctyl Salicylate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Dibutyl Adipate, Phenethyl Benzoate, Ethylhexyl Triazone, Polysilicone-15 Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Diphenylsiloxy Phenyl Trimethicone, Polyglyceryl-6 Stearate, Terephthalylidene Dicamphor Sulfoni Acid, Nylon-12, 1,2-Hexanediol, C20-22 Alkyl Phosphate, Tromethamine, Caprylic/Capric Triglyceride, C20-22 Alcohols, Hydroxyacetophenone, Sodium Polyacryloyldimethyl Taurate, Polyacrylate Crosspolymer-6, Hydrogenated C6-20 Polyolefin, Butylene Glycol, PVP, Polyglyceryl-6 Behenate, Sodium Hyaluronate, 3-O-Ethyl Ascorbic Acid, Allantoin, HDI/Trimethylol Hexyllactone Crosspolymer, Anthemis Nobilis Flower Extract.",5," Rp 41,000.00 ",https://shopee.co.id/-CLEARANCE-SALE-Travel-Sunscreen-Avoskin-Your-Skin-Bae-Shield-of-Sun-SPF-50-PA-5ml-ED-06-25-i.154494405.22764718219?sp_atk=a1394d6a-2c28-4baa-b0ce-bf9931f1e488&xptdk=a1394d6a-2c28-4baa-b0ce-bf9931f1e488
AVOSKIN,Sunscreen Avoskin Your Skin Bae Shield of Sun SPF 50 PA++++,Sunscreen,normal,"Water, Butyloctyl Salicylate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Dibutyl Adipate, Phenethyl Benzoate, Ethylhexyl Triazone, Polysilicone-15 Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Diphenylsiloxy Phenyl Trimethicone, Polyglyceryl-6 Stearate, Terephthalylidene Dicamphor Sulfoni Acid, Nylon-12, 1,2-Hexanediol, C20-22 Alkyl Phosphate, Tromethamine, Caprylic/Capric Triglyceride, C20-22 Alcohols, Hydroxyacetophenone, Sodium Polyacryloyldimethyl Taurate, Polyacrylate Crosspolymer-6, Hydrogenated C6-20 Polyolefin, Butylene Glycol, PVP, Polyglyceryl-6 Behenate, Sodium Hyaluronate, 3-O-Ethyl Ascorbic Acid, Allantoin, HDI/Trimethylol Hexyllactone Crosspolymer, Anthemis Nobilis Flower Extract.",30," Rp 155,000.00 ",https://shopee.co.id/-CLEARANCE-SALE-Travel-Sunscreen-Avoskin-Your-Skin-Bae-Shield-of-Sun-SPF-50-PA-5ml-ED-06-25-i.154494405.22764718219?sp_atk=a1394d6a-2c28-4baa-b0ce-bf9931f1e488&xptdk=a1394d6a-2c28-4baa-b0ce-bf9931f1e488
NIVEA,NIVEA SUN Face Serum Extra Protect Aura SPF50+ PA+++,Sunscreen,Dry Skin,"Aqua, homosalate, polymethylsilsesquioxane, butyll methoxydibenzoyl methane, ethylhexyl salicylate, octocrylene, dimethicone, glycerin, phenylbenzimidazole, sulfonic acid, cyclomethicone, alcohol denat, behenyl alcohol, cetearyl alcohol, phenoxyethanol, dimethicone crosspolymer, sodium hydroxide, CI 77891, ethylparaben, methylparaben, sodium steacoyl glutamate, trisodium EDTA, acrylates/C10-30 alkyl acrylate crosspolymer, tocopheryl acetate, xantam gum, mica, sodium chloride, glyceryl glucoside.
",30," Rp 54,000.00 ",https://shopee.co.id/NIVEA-SUN-Face-Serum-Extra-Protect-Aura-SPF50-PA-30ml-Membantu-rona-wajah-tampak-cerah-i.39283823.2236513089?sp_atk=c249cfc2-c1cd-4ada-bd7b-2bbd6caba0fe&xptdk=c249cfc2-c1cd-4ada-bd7b-2bbd6caba0fe
NIVEA,NIVEA SUN Face Serum Triple Protect Acne Oil Control SPF50+ PA+++,Sunscreen,Acne,"Aqua, Homosalate, Alcohol Denat, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Octocrylene, Distarch Phosphate, Dimethicone, Phenylbenzimidazole Sulfonic Acid, Behenyl Alcohol, Cetearyl Alcohol, Glycerin, Methylpropanediol, Silica Dimethyl Silylate, Mineral Salts, Carnitine, Glycyrrhiza Inflata Root Extract, Isoamyl Laurate, Sodium Stearoyl Glutamate, Dimethicone Crosspolymer, Carbomer, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Xanthan Gum, Silica, Mica, Sodium Hydroxide, Trisodium EDTA, Phenoxyethanol, Ethylhexylglycerin, Sodium Chloride, Parfum, Ci 77891",40," Rp 97,100.00 ",https://shopee.co.id/NIVEA-SUN-Face-Serum-Triple-Protect-Acne-Oil-Control-SPF50-PA-40ml-Untuk-kulit-berjerawat-i.39283823.21020901237?sp_atk=aca46e23-7ae3-4ca5-bdaa-e511ad4073f4&xptdk=aca46e23-7ae3-4ca5-bdaa-e511ad4073f4
NIVEA,NIVEA SUN Face Serum Extra Protect Oil Control SPF50+ PA+++,Sunscreen,Oily,"Aqua, homosalate, polymethylsilsesquioxane, butyll methoxydibenzoyl methane, ethylhexyl salicylate, octocrylene, alcohol denat, tapioca starch, phenylbenzimidazole, sulfonic acid, cyclomethicone, behenyl alcohol, cetearyl alcohol, methylpropanediol, silica dimethyl silylate, glycerin, phenoxyethanol, carnitine, sodium hydroxide, sodium steacoyl glutamate, ethylhexyglycerin, trisodium EDTA, acrylates/C10-30 alkyl acrylate crosspolymer, carbomer, glycyrrhetinic acid, xantan gum, sodium chloride.",30," Rp 54,000.00 ",https://shopee.co.id/NIVEA-SUN-Face-Serum-Extra-Protect-Oil-Control-SPF50-PA-30ml-Mengontrol-minyak-berlebih-i.39283823.2236513091?sp_atk=aa3a536c-2f49-4974-bd17-0d52a0e51002&xptdk=aa3a536c-2f49-4974-bd17-0d52a0e51002
